__v,_id,attributes,description,external_url,image,name,owner,token_id
0,61f6382035cfdb04593b53f2,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""69"",""display_type"":null,""max_value"":null,""trait_count"":3,""order"":null}]",Apt #21 - Floor #69 - Tower #1,null,https://lh3.googleusercontent.com/TzOYsU15I88jvvMSdqgLUknIJo1sC4YKKj1jGaVUPXfDhAzWt7LvTZuCHGrLY8i87SdpPxthYDB0EaIJ21XDlJSfceXsnFfjSi6E6ts,Apt #21 - Floor #69 - Tower #1,0x9b814233894cd227f561b78cc65891aa55c62ad2,151890184
0,61f6382035cfdb04593b53f5,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""43"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #43 - Tower #1,null,https://lh3.googleusercontent.com/XxLKFgas4NsMa5xEebXD_FyQL4IGBXJOWyMQUwAnSfNIVGYAUHwVGyh4vIuHiElo350aEC5UP6reBGOiuAKVXtTRmdsk5WyapzMcaw,Apt #21 - Floor #43 - Tower #1,0x0000000000000000000000000000000000000000,151835657
0,61f6382035cfdb04593b540c,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""3"",""display_type"":null,""max_value"":null,""trait_count"":88,""order"":null},{""trait_type"":""Floor"",""value"":""101"",""display_type"":null,""max_value"":null,""trait_count"":4,""order"":null},{""trait_type"":""Type"",""value"":""Penthouse"",""display_type"":null,""max_value"":null,""trait_count"":5,""order"":null}]",Apt #3 - Floor #101 - Tower #1,null,https://lh3.googleusercontent.com/PypA9IQhLmfnJRgQsnVWv2sdr7MUR0t3_mGVwpuHyxryc1Z0N7hI9HtgxeO6cA4DW9w8MLTLkwiAXHI7X-axTfgDLnsDjdUwtpIevxU,Apt #3 - Floor #101 - Tower #1,0xa50868e60dc3240a959093f6861258ec1a92dfd1,149499410
0,61f6382035cfdb04593b5409,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""43"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #43 - Tower #1,null,https://lh3.googleusercontent.com/k-fp-fFBr1tKOugiGXogBSkpCWFOPTjNBLRX1zu_v9ZeOGIbXav_Vqu9b5sVGZwhmJrU8BM_it9tJc0ryHOU5kSTntuqeQpozri7,Apt #1 - Floor #43 - Tower #1,0x1d7fa193221bee3aac2e50db1974b9a861d219d3,151769520
0,61f6382035cfdb04593b540e,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""77"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #77 - Tower #1,null,https://lh3.googleusercontent.com/VgODtwtNokVtOQeTD-Y0f_hpaxnpjIDe133wc8wmIi-kzcc1ZuT47DHBPEf-KhZnFUaBxaAK2OeRYyR45FOfGV9mSbWhb11NzeQDBUs,Apt #21 - Floor #77 - Tower #1,0x0000000000000000000000000000000000000000,148010315
0,61f6382035cfdb04593b540a,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""75"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #75 - Tower #1,null,https://lh3.googleusercontent.com/noyIAF89HwRJZBbtRpKCGxu-5rfOZz3YBE0iQquCKVPbRGLBWIz3q4rmOrXbOvCMe-QgsXOmMnwe5IrflzGBF9NFckSP_hj9MDeG5w,Apt #1 - Floor #75 - Tower #1,0xa0f2e492989b82992bed2b404a1347e4906b9fdf,150511807
0,61f6382035cfdb04593b5425,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""60"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #60 - Tower #1,null,https://lh3.googleusercontent.com/z-tliOG8tC4C7RA0VXkrSnOGS2MLfeI-pBzAaVefaeZ2gZooZlFZlpkmJ7yRjEOor-Yd27DvO8yzOqdBSx8taYRvggqFAztuz_P1Wq4,Apt #21 - Floor #60 - Tower #1,0x0000000000000000000000000000000000000000,147454283
0,61f6382035cfdb04593b5422,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""77"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #77 - Tower #1,null,https://lh3.googleusercontent.com/q4CcBqEp8R9ot3AioGSdxjgyYx5VP5e9pEy-80i_Giu-e45Wfvwu6skY9E98-V0-6azR4bNPM5gtYutB_6bV8MQTEcTXYoNFsm0I,Apt #1 - Floor #77 - Tower #1,0x0000000000000000000000000000000000000000,147930045
0,61f6382035cfdb04593b5423,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""7"",""display_type"":null,""max_value"":null,""trait_count"":87,""order"":null},{""trait_type"":""Floor"",""value"":""101"",""display_type"":null,""max_value"":null,""trait_count"":4,""order"":null},{""trait_type"":""Type"",""value"":""Penthouse"",""display_type"":null,""max_value"":null,""trait_count"":5,""order"":null}]",Apt #7 - Floor #101 - Tower #1,null,https://lh3.googleusercontent.com/_r6JCpwFqB9hHCQZ-UdGd-XhdDCV4kDmc_8gbowOhhc2mjVafWwM9dCNmx-xSxctMjO5IUlv_0bh6OyHfOUH08yglm4sx4thSp-A,Apt #7 - Floor #101 - Tower #1,0x689671361d07525d0c9712cbcd2ab5b93cc288f7,147494434
0,61f6382035cfdb04593b5439,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""60"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #60 - Tower #1,null,https://lh3.googleusercontent.com/jrM1JgDF7rKrn_0M6GL7rTyLYce437D0K_rhNbLnHAY-4wiMwU9qxXv4_WYkYVNbr8kwhgMUK33hFTiweW0hGLs7CWGUJJ7kjGiAvxI,Apt #1 - Floor #60 - Tower #1,0x0000000000000000000000000000000000000000,146318648
0,61f6382035cfdb04593b543a,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""7"",""display_type"":null,""max_value"":null,""trait_count"":87,""order"":null},{""trait_type"":""Type"",""value"":""Penthouse"",""display_type"":null,""max_value"":null,""trait_count"":5,""order"":null},{""trait_type"":""Floor"",""value"":""100"",""display_type"":null,""max_value"":null,""trait_count"":1,""order"":null}]",Apt #7 - Floor #100 - Tower #1,null,https://lh3.googleusercontent.com/wYY5KwstbYCSGW1gd02IrapqW6cAcrw-9sJRi3Du2-L90KOMGg9MdZ2k3kiF_2ise1Tl54lnK1CUYXQZKb_gA242o8K-SxrnBWMlyA,Apt #7 - Floor #100 - Tower #1,0x0000000000000000000000000000000000000000,145850050
0,61f6382035cfdb04593b543c,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""64"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #64 - Tower #1,null,https://lh3.googleusercontent.com/vutpH4fJiuxrKRx02b6lg_SzfjeelIrcXAcpbLKHN06e3hA5pOJLFy_564H6PQ5j-mTH6jR_JBjlPiSyD6a43Jdf1-w4e1L0BpQWaQ,Apt #21 - Floor #64 - Tower #1,0x1e36a35f3a6b98491ba7a3854ccbd0e83b8163de,144180996
0,61f6382035cfdb04593b5450,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""64"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #64 - Tower #1,null,https://lh3.googleusercontent.com/HMq1y2s_wZQej-Vt0dVD4_-OyuJTzj6bPWccAMMIQLegMOGH9wcrPck_JuUT5C9i2rKyTEJDPjDUoqXlGcJMszBaXmYDa0gjIOXZpw,Apt #1 - Floor #64 - Tower #1,0xcd240c00e51db6c372778fa66e91aac7750c2705,144009900
0,61f6382035cfdb04593b545a,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""78"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #78 - Tower #1,null,https://lh3.googleusercontent.com/ZUuWeP5jDcR_h35s2k6JqD6hyRXltgR4AhS6BAg31tcA1CFHTmK4LNgF1OW-wI3t0gk7yjOhCuGFubzimvMPfWCtDwj_9wBUu7BeEQ,Apt #1 - Floor #78 - Tower #1,0xefeabe379248b491b910201c3101548451019912,142411897
0,61f6382035cfdb04593b545e,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""63"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #63 - Tower #1,null,https://lh3.googleusercontent.com/VeecQaaTcFlWhf5GpWTJYrwy1-4XTilkbiEHADQvOEJ5L_5jmQvNHJtQ-VjS4GzMfcM_B0dsKUakkvis8tCj5EvD64799jSu9_uB,Apt #21 - Floor #63 - Tower #1,0x4d6edc3579636b47edfe405cbc443851dbb27474,141987341
0,61f6382035cfdb04593b545c,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""75"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #75 - Tower #1,null,https://lh3.googleusercontent.com/7_8X2c1sGpwoH1kd51ICbFxzzlj46PL9gWlh1zo7JAGu6JKHvbk_XNamEUqcYRvwpQnsIPBqPZyk-obYKOfwYTblv1NWYx8PBM4kyg,Apt #21 - Floor #75 - Tower #1,0x6da51449289e61876d64fb1c5650faf6f0780264,142058088
0,61f6382035cfdb04593b5472,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""63"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #63 - Tower #1,null,https://lh3.googleusercontent.com/D32xNddygKM248LarxfpvrPwCJSxfqxg7eufLH34fNSky7Isk6_hT6txlGnbQe5yOoTVE2A_cJzv4DQeBXfPsNN3V-7Jv2nkjWzSRg,Apt #1 - Floor #63 - Tower #1,0x4d6edc3579636b47edfe405cbc443851dbb27474,141848621
0,61f6382035cfdb04593b5473,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Floor"",""value"":""101"",""display_type"":null,""max_value"":null,""trait_count"":4,""order"":null},{""trait_type"":""Type"",""value"":""Penthouse"",""display_type"":null,""max_value"":null,""trait_count"":5,""order"":null}]",Apt #1 - Floor #101 - Tower #1,null,https://lh3.googleusercontent.com/oMYg28ZTHyPK_IWRzQqbz3hHhw93nnjHi3R_g6SnqFiP4FmLWAWP77ic1Xj1jReaXMnhJdS-csAi0EA4JP-l0F-6NB0Dj4n_F_ZoHN0,Apt #1 - Floor #101 - Tower #1,0x4d6edc3579636b47edfe405cbc443851dbb27474,139542345
0,61f6382035cfdb04593b5478,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""81"",""display_type"":null,""max_value"":null,""trait_count"":7,""order"":null}]",Apt #1 - Floor #81 - Tower #1,null,https://lh3.googleusercontent.com/OWElTiYIR_YiR2pi4FTkr9daq5rwgGStBjjhIK0W8F0Itid5G-MX0XY_3WYmJg6qw6Hz0T4MB3-5hblBdyLr4ERNNQb8uUjTmW2Pke8,Apt #1 - Floor #81 - Tower #1,0x79d649d80e2115d6aa560d99f40c633c767b0ae1,138912023
0,61f6382035cfdb04593b547c,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""80"",""display_type"":null,""max_value"":null,""trait_count"":3,""order"":null}]",Apt #1 - Floor #80 - Tower #1,null,https://lh3.googleusercontent.com/Vx0qcffJyN7LlYRhGEyGIHjKKeAOuVtNlFrikhNxg7H5QP3QC18wf6cCVshxeyzOpEVFxk6sRPnVVurNHTMAQQNIBGGDJEAVHyrG8g,Apt #1 - Floor #80 - Tower #1,0x0000000000000000000000000000000000000000,136032938
0,61f6382035cfdb04593b547e,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""50"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #50 - Tower #1,null,https://lh3.googleusercontent.com/lrWF9XAFVNAvCNRao-7CZo9a07PtsZYQBR74hoGUECB2wVe6W4zUyxrdE5eBr3NeUk6ps5U_Z-vEvO2VPzJQ1GeDAMNi-mCgilxBAQ,Apt #21 - Floor #50 - Tower #1,0x7954af6cbbd93dae4de8d8be4bb5a8eae5656106,135980346
0,61f6382035cfdb04593b5492,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""50"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1- Floor #50 - Tower #1,null,https://lh3.googleusercontent.com/URrIyOorg9O5i5OlEd8s5f4P5MKt2EykxVHVxMvlVViVGTl6fdrF5zu0z5RlrSUo064A_xhAMzZ74vNVW3_0qsAkwsF1I-oayi02sw,Apt #1- Floor #50 - Tower #1,0x347c0a46093982f7f892e9de3c7d05264d82ff0b,135885425
0,61f6382035cfdb04593b5494,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""73"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #73 - Tower #1,null,https://lh3.googleusercontent.com/FfAeMyyaEKGQ7z33bP5MNiOi-7gpaBhABjCaWawggBXdF1yEN53shuUEWnYo-ZPJLNkmflqaqj5RiXTxMWQOmtErsBHEfTmcqqB9KA,Apt #21 - Floor #73 - Tower #1,0x0000000000000000000000000000000000000000,130058293
0,61f6382035cfdb04593b54a8,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""73"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #73 - Tower #1,null,https://lh3.googleusercontent.com/DiNM_x6XQrRR9V7oacvTj4fVTcEvmwOKsJxjZDdjCmmB-6m-6VCJqttCzIZYoHQblEcQNCtkuvI3IbvaYeZJQSKAxyIlWCHjUh6gMHc,Apt #1 - Floor #73 - Tower #1,0x771d7cdf8a7aadfad9a5c432d1db1f51f7290208,129997426
0,61f6382035cfdb04593b54ab,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""59"",""display_type"":null,""max_value"":null,""trait_count"":23,""order"":null}]",Apt #21 - Floor #59 - Tower #1,null,https://lh3.googleusercontent.com/iYudQvYxw-svbKhaimJ-gALSMDSQKP5zclbCYKi6szjG10oAM2rsJqVCA2Cq_lQTp5vJ59MUQ3oautVC2GYyIfxRWXSM3qgDED-UmuQ,Apt #21 - Floor #59 - Tower #1,0x0000000000000000000000000000000000000000,128096521
0,61f6382035cfdb04593b54bf,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""72"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #72 - Tower #1,null,https://lh3.googleusercontent.com/GFfFy_jsFkWAawfJ50U7ba_ROKSSQiPhMe5FURs3pdpMz1xo2uIE18eTlS1bIWfZc1fs1smMoCgnllJi2xEs0xRwosUiXyUN690gZw,Apt #21 - Floor #72 - Tower #1,0x9593a156345ff9496701e16e3c5262dfb8ba6a46,127943476
0,61f6382035cfdb04593b54c1,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""76"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #76 - Tower #1,null,https://lh3.googleusercontent.com/5t104i9cX6nfrKC3Jh8_dZN_dBjxIOtJHCmu3es4xQgXEunhKmiZ-BLUOuEjgoMfeYuBy0XT3FjnRRtOpTVjl1PYN5MQZ65amokozw,Apt #21 - Floor #76 - Tower #1,0x0000000000000000000000000000000000000000,127918081
0,61f6382035cfdb04593b54d5,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""76"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #1 - Floor #76 - Tower #1,null,https://lh3.googleusercontent.com/IRO3eFDpg4D1V08DF81O2zMUT8OdiURBCevysjR7_lngLWQfT6FANrZPM6qa-lo7CwTy8GvJJ7hsM2lH0voxTmHVnSypKo7mvCqD,Apt #1 - Floor #76 - Tower #1,0xdbbefad7fba8c32d5e3b2da02259f7a4921a2773,127058546
0,61f6382035cfdb04593b54d8,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""66"",""display_type"":null,""max_value"":null,""trait_count"":12,""order"":null}]",Apt #21 - Floor #66 - Tower #1,null,https://lh3.googleusercontent.com/kaFHy6zFJ2MRcyung_wkgNG9vfMpkW4GpeYmOiMl1q5VdVZXF1JnciwXDJfa7no3WPIWummXGc5Z01Op3oDVWGkNNL4gChwHFyg7Cg,Apt #21 - Floor #66 - Tower #1,0x0000000000000000000000000000000000000000,116178317
0,61f6382035cfdb04593b54e6,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""67"",""display_type"":null,""max_value"":null,""trait_count"":23,""order"":null}]",Apt #21 - Floor #67 - Tower #1,null,https://lh3.googleusercontent.com/za-5qZQXy_hWxv-4fvD2UL02vT-ZbA1rscr9U4280Ubv6h9R8wYgF6e76ZNp3WqHDCATJVa72LzZ8jBm7IaC2x1Vlhwwy0v1GNoeNQ,Apt #21 - Floor #67 - Tower #1,0x0000000000000000000000000000000000000000,111880200
0,61f6382035cfdb04593b54f9,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""67"",""display_type"":null,""max_value"":null,""trait_count"":23,""order"":null}]",Apt #1 - Floor #67 - Tower #1,null,https://lh3.googleusercontent.com/GH_yc1TArmJNqVO7ZVh4BHUCCJKnz4qRgHip_ryI4XEBJtC_aAJQ7NEegQnqFCjYgFzdAzibrO9HjqDB4Ic03BQSaMtgyQNZVXFf,Apt #1 - Floor #67 - Tower #1,0x0000000000000000000000000000000000000000,111770729
0,61f6382035cfdb04593b54fa,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":89,""order"":null},{""trait_type"":""Type"",""value"":""Standard"",""display_type"":null,""max_value"":null,""trait_count"":1681,""order"":null},{""trait_type"":""Floor"",""value"":""59"",""display_type"":null,""max_value"":null,""trait_count"":23,""order"":null}]",Apt #1 - Floor #59 - Tower #1,null,https://lh3.googleusercontent.com/Q3QvLfI-2nzP6nxy6JhhtCYeAc1KqCbq5p3ZkNAMs5zzH5w8sAaf-s0x_eBYO8Xfjxr6JEkxMsUdbzF6hyU936PdzWljXljcf2OC3w,Apt #1 - Floor #59 - Tower #1,0x4b9fbb115a38cd256b49e5a8cd5e89825fe41838,110388975
0,61f6382035cfdb04593b54fc,"[{""trait_type"":""Tower"",""value"":""1"",""display_type"":null,""max_value"":null,""trait_count"":1864,""order"":null},{""trait_type"":""Apartment"",""value"":""21"",""display_type"":null,""max_value"":null,""trait_count"":84,""order"":null},{""trait_type"":""Type"",""value"":""Luxury"",""display_type"":null,""max_value"":null,""trait_count"":168,""order"":null},{""trait_type"":""Floor"",""value"":""55"",""display_type"":null,""max_value"":null,""trait_count"":22,""order"":null}]",Apt #21 - Floor #55 - Tower #1,null,https://lh3.googleusercontent.com/0J_jPv_nD75DKe527AvDK-aB1ltXhoHRy5Loj_uovY9bzNgpb0i8LuUOondZz_p_IQPvjiM-Ju7XO5lqQGk41JnpFr08zVolKtR9wA,Apt #21 - Floor #55 - Tower #1,0x0000000000000000000000000000000000000000,108147508
